Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
gsc_signature_score	signature_score	Compute signature scores from single cell RNAseq data						To update	http://artbio.fr	Transcriptomics	gsc_signature_score	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/gsc_signature_score	0.9.1	r-optparse	1.3.2
guppy	guppy-basecaller	A wrapper for the guppy basecaller tool from Oxford Nanopore Technologies						To update	http://artbio.fr	Nanopore	guppy_basecaller	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/guppy	0.2.1		
high_dim_heatmap	high_dim_heatmap	gplot heatmap.2 function adapted for plotting large heatmaps						To update	https://github.com/cran/gplots	Visualization	high_dim_heatmap	artbio	https://github.com/artbio/tools-artbio/tree/master/tools/high_dim_heatmap	1.2.0	r-gplots	2.17.0
justdiff	justdiff	Unix diff						To update	http://artbio.fr	Text Manipulation	justdiff	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/justdiff	0.6.0		
justgzip	justgzip	Compress fastq sequence files						To update	http://artbio.fr	Convert Formats	justgzip	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/justgzip	0.2		
lumpy_smoove	lumpy_smoove, vcf2hrdetect	Galaxy wrapper of the lumpy-using smoove workflow						To update	http://artbio.fr	Variant Analysis	lumpy_smoove	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/lumpy_smoove	0.2.8+galaxy0	svtyper	0.7.1
lumpy_sv	lumpy	Find structural variations						To update	http://artbio.fr	Variant Analysis	lumpy_sv	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/lumpy_sv	1.2.2	lumpy-sv	0.3.1
manta	manta	Structural variant and indel caller for mapped sequencing data						To update	http://artbio.fr	Variant Analysis	manta	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/manta	1.6	samtools	1.18
mapping_quality_stats	mapqstatistics	Collects and shows the distribution of MAPQ values in a BAM alignment file						To update	http://artbio.fr	Sequence Analysis, Statistics	mapping_quality_stats	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/mapping_quality_stats	0.19.1+galaxy0	r-optparse	1.3.2
mircounts	mircounts	Generates miRNA count lists from read alignments to mirBase.						To update	http://artbio.fr	RNA, Transcriptomics	mircounts	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/mircounts	1.5.1	tar	
mutational_patterns	mutational_patterns	Mutational patterns and signatures in base substitution catalogs						To update	http://artbio.fr	Variant Analysis	mutational_patterns	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/mutational_patterns	3.4.0+galaxy2	bioconductor-mutationalpatterns	3.12.0
oases	oasesoptimiserv	Short read assembler						To update	http://artbio.fr	Assembly, RNA	oases	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/oases	1.3.0	oases	0.2.09
pathifier	pathifier	pathifier						To update	https://	Transcriptomics, Statistics	pathifier	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/pathifier	1.0.2	r-optparse	1.3.2
pindel	pindel	Pindel detects genome-wide structural variation.						To update	http://artbio.fr	Variant Analysis	pindel	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/pindel	0.2.5b8+galaxy1	pindel	0.2.5b9
probecoverage	probecoverage	computes and plots read coverage of genomic regions by sequencing datasets						To update	http://artbio.fr	Sequence Analysis, Genomic Interval Operations, Graphics, Statistics	probecoverage	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/probecoverage	0.7.0	samtools	1.18
repenrich	edger-repenrich, repenrich	Repeat element profiling						To update	https://github.com/nskvir/RepEnrich	Transcriptomics, Variant Analysis	repenrich	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/repenrich	1.5.2	bioconductor-edger	4.0.2
rsem	extract_transcript_to_gene_map_from_trinity, purgegtffrommultichromgenes, rsembowtie2, rsembowtie	transcript quantification from RNA-Seq data						To update	https://github.com/deweylab/RSEM	Transcriptomics, RNA	rsem	artbio	https://github.com/artbio/tools-artbio/tree/master/tools/rsem		rsem	1.3.3
sambamba	sambamba_sample_or_filter	filter BAM/SAM on flags, fields, tags, and region, or down-sample, or slice BAM/SAM						To update	http://artbio.fr	SAM	sambamba	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/sambamba	0.7.1+galaxy1	sambamba	1.0
sashimi_plot	sashimi_plot	Generates a sashimi plot from bam files.						To update	http://artbio.fr	RNA, Transcriptomics, Graphics, Visualization	sashimi_plot	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/sashimi_plot	0.1.1	python	
sequence_format_converter	sequence_format_converter	various fasta to tabular conversions						To update	http://artbio.fr	Convert Formats, Fasta Manipulation	sequence_format_converter	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/sequence_format_converter	2.2.0	python	
small_rna_clusters	small_rna_clusters	clusters small rna reads in alignment BAM files						To update	http://artbio.fr	RNA, SAM, Graphics, Next Gen Mappers	small_rna_clusters	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/small_rna_clusters	1.3.0	pysam	0.22.0
small_rna_maps	small_rna_maps	Generates small read maps from alignment BAM files						To update	http://artbio.fr	RNA, SAM, Graphics, Next Gen Mappers	small_rna_maps	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/small_rna_maps	3.1.1	numpy	
small_rna_signatures	overlapping_reads, signature	Computes the tendency of small RNAs to overlap with each other.						To update	http://artbio.fr	RNA	small_rna_signatures	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/small_rna_signatures	3.4.2	pysam	0.22.0
snvtocnv	sequenzaindex, snvtocnv	infer copy number variations from a vcf file with SNVs using R sequenza						To update	http://artbio.fr	Variant Analysis	snvtocnv	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/snvtocnv	3.0.0+galaxy1	sequenza-utils	3.0.0
sr_bowtie	bowtieForSmallRNA	bowtie wrapper tool to align small RNA sequencing reads						To update	http://artbio.fr	RNA, Next Gen Mappers	sr_bowtie	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/sr_bowtie	2.3.0	bowtie	1.3.1
sr_bowtie_dataset_annotation	sr_bowtie_dataset_annotation	Maps iteratively small RNA sequencing datasets to reference sequences.						To update	http://artbio.fr	RNA	sr_bowtie_dataset_annotation	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/sr_bowtie_dataset_annotation	2.8	bowtie	1.3.1
tarfast5	tarfast5	produces a tar.gz archive of fast5 sequence files						To update	http://artbio.fr	Nanopore	tarfast5	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/tarfast5	0.6.1	pigz	
varscan_vaf	varscan_vaf	Compute variant allele frequency in vcf files generated by varscan.						To update	http://artbio.fr	Variant Analysis	varscan_vaf	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/varscan_vaf	0.1	python	
xpore	xpore_dataprep, xpore_diffmod	Identification and quantification of differential RNA modifications from direct RNA sequencing						To update	https://github.com/GoekeLab/xpore	Nanopore	xpore	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/xpore	2.1+galaxy0	xpore	2.1
yac_clipper	yac	Clips 3' adapters for small RNA sequencing reads.						To update	http://artbio.fr	RNA, Fastq Manipulation	yac_clipper	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/yac_clipper	2.5.1	python	
EMLassemblyline	eal_table_template, eal_templates, eml2eal, geo_cov_template, makeeml, taxo_cov_template	Tools using EML Assembly Line R package to generate EML metadata from template metadata files and vice versa						To update	https://github.com/EDIorg/EMLassemblyline	Ecology	emlassemblyline	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/EMLassemblyline	0.1.0+galaxy0	r-base	
Ecoregionalization_workflow	ecoregion_brt_analysis, ecoregion_cluster_estimate, ecoregion_clara_cluster, ecoregion_eco_map, ecoregion_taxa_seeker	Tools to compute ecoregionalization with BRT model predictions and clustering.						To update	https://github.com/PaulineSGN/Workflow_Galaxy	Ecology	ecoregionalization	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/Ecoregionalization_workflow	0.1.0+galaxy0	r-base	
Geom_mean_workflow	Map_shp, Mean_geom, bar_plot	Tools to compute The evolution of the total volume of very large trees, standing dead wood and dead wood on the ground on an area and the rate of devolution of the volume of wood favorable to biodiversity by large ecological regions (France).						To update	https://github.com/PaulineSGN/Galaxy_tool_moyenne_geom	Ecology	Geometric means (Dead wood)	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/Geom_mean_workflow	0.1.0+galaxy0	r-base	
PAMPA	pampa_communitymetrics, pampa_presabs, pampa_glmcomm, pampa_glmsp, pampa_plotglm	Tools to compute and analyse biodiversity metrics						To update		Ecology	pampa	ecology	https://github.com/ColineRoyaux/PAMPA-Galaxy	0.0.2		
ab1_fastq	ab1_fastq_converter	Tool to convert ab1 files into FASTQ files						To update		Convert Formats	ab1fastq	ecology	https://github.com/ColineRoyaux/Galaxy_tool_projects/tree/main/ab1_fastq	1.20.0	bioconductor-sangerseqr	1.38.0
champ_blocs	cb_dissim, cb_ivr, cb_div	Compute indicators for turnover boulders fields						To update		Ecology		ecology	https://github.com/Marie59/champ_blocs	0.0.0	r-base	
consensus_from_alignments	aligned_to_consensus	Tool to compute a consensus sequence from several aligned fasta sequences						To update		Sequence Analysis	consalign	ecology	https://github.com/ColineRoyaux/Galaxy_tool_projects/tree/main/consensus_from_alignments	1.0.0	r-bioseq	
data_exploration	tool_anonymization, ecology_homogeneity_normality, ecology_beta_diversity, ecology_link_between_var, ecology_presence_abs_abund, ecology_stat_presence_abs	Explore data through multiple statistical tools						To update		Ecology		ecology	https://github.com/Marie59/Data_explo_tools	0.0.0	r-tangles	
xarray	timeseries_extraction, xarray_coords_info, xarray_mapplot, xarray_metadata_info, xarray_netcdf2netcdf, xarray_select	xarray (formerly xray) is an open source project and Python package that makes working withlabelled multi-dimensional arrays simple, efficient, and fun!xarray integrates with Dask to support parallel computations and streaming computation on datasetsthat don’t fit into memory.						To update	http://xarray.pydata.org	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/data_manipulation/xarray/	2022.3.0	xarray	
gdal	gdal_gdal_merge, gdal_gdal_translate, gdal_gdaladdo, gdal_gdalbuildvrt, gdal_gdalinfo, gdal_gdalwarp, gdal_ogr2ogr, gdal_ogrinfo	Geospatial Data Abstraction Library tools are all dedicated to manipulate raster and vector geospatial data formats.						To update	https://www.gdal.org	Ecology	gdal	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/gdal	3.0.0		
obisindicators	obisindicators	Compute biodiveristy indicators for marine data from obis						To update		Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/obisindicators	0.0.2	r-base	
regionalgam	regionalgam_ab_index, regionalgam_autocor_acf, regionalgam_flight_curve, regionalgam_glmmpql, regionalgam_gls_adjusted, regionalgam_gls, regionalgam_plot_trend							To update	https://github.com/RetoSchmucki/regionalGAM	Ecology		ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/regionalgam	1.5	r-mgcv	
spocc	spocc_occ	Get species occurences data						To update	https://cran.r-project.org/web/packages/spocc/index.html	Ecology	spocc_occ	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/spocc	1.2.2		
srs_tools	srs_diversity_maps, srs_global_indices, srs_process_data, srs_spectral_indices, srs_pca, srs_preprocess_s2, srs_metadata	Compute biodiversity indicators for remote sensing data from Sentinel 2						To update		Ecology		ecology	https://github.com/Marie59/Sentinel_2A/srs_tools	0.0.1	r-base	
stoc	stoceps_filteringsp, stoceps_glm, stoceps_glm_group, stoceps_maketablecarrer, stoceps_trend_indic	Tools to analyse STOC data.						To update		Ecology	stoceps	ecology	https://github.com/Alanamosse/Galaxy-E/tree/stoctool/tools/stoc	0.0.2		
vigiechiro	vigiechiro_bilanenrichipf, vigiechiro_bilanenrichirp, vigiechiro_idcorrect_2ndlayer, vigiechiro_idvalid	Tools created by the vigiechiro team to analyses and identify chiro sounds files.						To update	https://www.vigienature-ecole.fr/les-observatoires/le-protocole-vigie-chiro	Ecology	vigiechiro	ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/vigiechiro	0.1.1		
xmlstarlet	xmlstarlet	Tool to convert a xml file from one metadata standard to another						To update		Convert Formats	xmlstarlet	ecology	https://github.com/galaxyecology/tools-ecology/tree/main/tools-ecology/tools/xmlstarlet	1.6.1	xmlstarlet	
c3s	c3s	Copernicus Climate Change Service (C3S)						To update	https://cds.climate.copernicus.eu/cdsapp#!/search?type=dataset	Climate Analysis	c3s	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/c3s	0.1.0	python	
cads	cads	Copernicus Atmosphere Data Store (ADS)						To update	https://ads.atmosphere.copernicus.eu/#!/home	Climate Analysis	cads	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/cads	0.1.0	python	
cdo	cdo_info, cdo_operations	CDO (Climate Data Operators) is a collection of command line Operators to manipulate and analyse Climate and NWP model Data.Supported data formats are GRIB 1/2, netCDF 3/4, SERVICE, EXTRA and IEG. There are more than 600 operators available.						To update	https://code.mpimet.mpg.de/projects/cdo/	Climate Analysis		climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/cdo	2.0.0		
cesm	cesm	Community Earth System Model (CESM)						Up-to-date	https://www.cesm.ucar.edu/	Climate Analysis	cesm	climate	https://github.com/ESCOMP/CESM	2.1.3	cesm	2.1.3
climate-stripes	climate_stripes	Create climate stripes from a tabular input file						To update	https://www.climate-lab-book.ac.uk/2018/warming-stripes/	Climate Analysis, Visualization	climate_stripes	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/climate-stripes	1.0.2	python	
eodie	eodie	Earth Observation Data Information Extractor						To update	https://eodie.readthedocs.io/	Climate Analysis	eodie	climate	https://gitlab.com/eetun-tiimi/EODIE	1.0.2	eodie	
essential_climate_variables	cds_essential_variability	Get Copernicus Essential Climate Variables for assessing climate variability						To update	https://cds.climate.copernicus.eu/cdsapp#!/dataset/ecv-for-climate-change?tab=overview	Climate Analysis, Data Source	cds_essential_variability	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/essential_climate_variables	0.2.0	python	
fates-emerald	ctsm_fates	EMERALD version of the Functionally Assembled Terrestrial Ecosystem Simulator (FATES) with Community Terrestrial Systems Model as host model						To update	https://github.com/NordicESMhub/ctsm/blob/fates_emerald_api/README_fates_emerald_api	Climate Analysis	ctsm_fates	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/fates-emerald	2.0	fates-emerald	
mean-per-zone	mean_per_zone	Creates a png image showing statistic over areas as defined in the vector file						To update	https://github.com/NordicESMhub/galaxy-tools/blob/master/tools/mean-per-zone/	Visualization, GIS, Climate Analysis	mean_per_zone	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/mean-per-zone	0.2.0	python	
psy-maps	psy_maps	Visualization of regular geographical data on a map with psyplot						To update	https://github.com/Chilipp/psy-maps	Visualization, Climate Analysis	psy_maps	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/psy-maps	1.2.1	python	
shift-longitudes	shyft_longitudes	Shift longitudes ranging from 0. and 360 degrees to -180. and 180. degrees						To update	https://github.com/NordicESMhub/galaxy-tools/blob/master/tools/shift-longitudes/	Climate Analysis	shift_longitudes	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/shift-longitudes	0.1.0	python	
smithsonian-volcanoes	smithsonian_volcanoes	Retrieve data from Volcanoes of the World (VOTW) Database						To update	https://volcano.si.edu/gvp_votw.cfm	Retrieve Data	smithsonian_volcanoes	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/smithsonian-volcanoes	0.1.0	python	
droplet-barcode-plot	_dropletBarcodePlot	Make a cell barcode plot for droplet single-cell RNA-seq QC						To update	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary	Sequence Analysis	droplet_barcode_plot	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/develop/tools/droplet-rank-plot/.shed.yml	1.6.1+galaxy2	scxa-plots	0.0.1
